#  Phoenix AMES-COND Atmosphere Table, tau =  1 
# 
#  Table structure: 
#    Teff | (Pgas, Temp) for logg = {-0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5}
# 
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 GS98 
 2.000e+03  0.00000e+00 0.00000e+00  9.23242e+01 2.30830e+03  2.74521e+02 2.29756e+03  8.53058e+02 2.31137e+03  2.55863e+03 2.38929e+03  7.82756e+03 2.41058e+03  2.39470e+04 2.40348e+03  7.31696e+04 2.40296e+03  2.24648e+05 2.42854e+03  6.88293e+05 2.47039e+03  2.10754e+06 2.50908e+03  6.39598e+06 2.53593e+03  1.89278e+07 2.55491e+03 
 2.100e+03  0.00000e+00 0.00000e+00  1.04858e+02 2.42017e+03  2.76067e+02 2.45767e+03  7.74848e+02 2.43732e+03  2.33425e+03 2.50322e+03  6.97521e+03 2.53102e+03  2.09222e+04 2.51072e+03  6.38564e+04 2.50742e+03  1.95794e+05 2.53356e+03  5.95268e+05 2.57890e+03  1.80697e+06 2.62227e+03  5.46223e+06 2.65504e+03  1.63011e+07 2.67072e+03 
 2.200e+03  0.00000e+00 0.00000e+00  2.67257e+02 2.67536e+03  4.24236e+02 2.64394e+03  8.36286e+02 2.60904e+03  2.23787e+03 2.60133e+03  6.41223e+03 2.63992e+03  1.86686e+04 2.60276e+03  5.66741e+04 2.59893e+03  1.72823e+05 2.62344e+03  5.20713e+05 2.66944e+03  1.55289e+06 2.71978e+03  4.64665e+06 2.75664e+03  1.38603e+07 2.77652e+03 
 2.300e+03  0.00000e+00 0.00000e+00  4.57622e+02 2.83631e+03  7.63823e+02 2.82547e+03  1.25093e+03 2.79349e+03  2.43570e+03 2.75448e+03  6.21503e+03 2.75028e+03  1.71538e+04 2.69400e+03  5.10346e+04 2.68640e+03  1.53391e+05 2.70928e+03  4.56896e+05 2.75114e+03  1.34167e+06 2.80393e+03  3.94753e+06 2.84507e+03  1.17110e+07 2.86807e+03 
 2.400e+03  0.00000e+00 0.00000e+00  6.07675e+02 2.94683e+03  1.08270e+03 2.95758e+03  1.85601e+03 2.95183e+03  3.10452e+03 2.90373e+03  6.66714e+03 2.91314e+03  1.63444e+04 2.78147e+03  4.74781e+04 2.75490e+03  1.37074e+05 2.78959e+03  4.00890e+05 2.82903e+03  1.15890e+06 2.87926e+03  3.34380e+06 2.92555e+03  9.81896e+06 2.95268e+03 
 2.500e+03  0.00000e+00 0.00000e+00  7.10623e+02 3.02752e+03  1.30714e+03 3.05060e+03  2.35199e+03 3.05715e+03  4.03120e+03 3.05950e+03  6.96049e+03 2.94718e+03  1.62369e+04 2.88187e+03  4.35356e+04 2.85632e+03  1.23254e+05 2.86921e+03  3.52382e+05 2.90356e+03  1.00226e+06 2.94950e+03  2.83973e+06 2.99704e+03  8.41358e+06 3.01951e+03 
 2.600e+03  0.00000e+00 0.00000e+00  7.75913e+02 3.09415e+03  1.45396e+03 3.12026e+03  2.67818e+03 3.14825e+03  4.78867e+03 3.15501e+03  7.73150e+03 3.04941e+03  1.69569e+04 2.99534e+03  4.15246e+04 2.94933e+03  1.11802e+05 2.95010e+03  3.10385e+05 2.97756e+03  8.66509e+05 3.01793e+03  2.40820e+06 3.06436e+03  6.82827e+06 3.10064e+03 
 2.700e+03  0.00000e+00 0.00000e+00  8.12848e+02 3.18624e+03  1.54043e+03 3.21754e+03  2.88038e+03 3.23952e+03  5.27772e+03 3.26143e+03  8.85291e+03 3.36087e+03  1.82505e+04 3.11131e+03  4.08601e+04 3.05170e+03  1.02535e+05 3.03867e+03  2.73860e+05 3.05384e+03  7.46077e+05 3.08703e+03  2.03905e+06 3.12952e+03  5.68067e+06 3.16765e+03 
 2.800e+03  0.00000e+00 0.00000e+00  8.31950e+02 3.24870e+03  1.59008e+03 3.27958e+03  3.00416e+03 3.30834e+03  5.58669e+03 3.34303e+03  9.69027e+03 3.46265e+03  1.97593e+04 3.23118e+03  4.12826e+04 3.15910e+03  9.58035e+04 3.13124e+03  2.42627e+05 3.13426e+03  6.42123e+05 3.15840e+03  1.72387e+06 3.19574e+03  4.71611e+06 3.23409e+03 
 2.900e+03  4.31957e+02 3.25848e+03  8.36258e+02 3.30703e+03  1.61008e+03 3.33626e+03  3.07021e+03 3.36512e+03  5.76280e+03 3.41163e+03  1.04841e+04 3.50909e+03  2.08346e+04 3.41529e+03  4.23669e+04 3.27752e+03  9.16656e+04 3.23183e+03  2.17883e+05 3.22257e+03  5.55291e+05 3.23460e+03  1.45992e+06 3.26431e+03  3.92408e+06 3.30057e+03 
 3.000e+03  4.21248e+02 3.32700e+03  8.26522e+02 3.34976e+03  1.60252e+03 3.37565e+03  3.08087e+03 3.40255e+03  5.88154e+03 3.46160e+03  1.08967e+04 3.48488e+03  2.12676e+04 3.51424e+03  4.32480e+04 3.39935e+03  8.95523e+04 3.33998e+03  1.99904e+05 3.31872e+03  4.88733e+05 3.31372e+03  1.24202e+06 3.33833e+03  3.27304e+06 3.37005e+03 
 3.100e+03  0.00000e+00 0.00000e+00  7.98178e+02 3.43760e+03  1.57884e+03 3.45204e+03  3.05640e+03 3.47686e+03  5.85657e+03 3.49768e+03  1.12095e+04 3.52990e+03  2.12491e+04 3.59466e+03  4.32990e+04 3.52728e+03  8.81505e+04 3.45996e+03  1.87734e+05 3.42256e+03  4.32719e+05 3.40935e+03  1.06795e+06 3.41844e+03  2.74505e+06 3.44409e+03 
